id,.bss,.comment,.data,.dynamic,.dynstr,.dynsym,.eh_frame,.eh_frame_hdr,.fini,.fini_array,.gnu.hash,.gnu.version,.gnu.version_r,.got,.init,.init_array,.input_size,.interp,.nice_value,.note.ABI-tag,.note.gnu.build-id,.plt,.plt.got,.rela.dyn,.rela.plt,.rodata,.shstrtab,.strtab,.symtab,.text,start_time,end_time,total_time
mat,1854912,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,278,28,16,32,36,80,8,192,96,21,254,612,1800,2534,1525272419313299,1525272419595084,281785
ms,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,58301,28,12,32,36,112,8,192,144,20,254,655,1824,3227,1525272419316041,1525272419339148,23107
bub,69344,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8657,28,0,32,36,80,8,192,96,21,254,603,1752,2358,1525272419746881,1525272420088946,342065
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272419736006,1525272419813856,77850
mat,1236672,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,278,28,0,32,36,96,8,192,120,21,254,632,1824,2695,1525272419743389,1525272419970949,227560
ms,466480,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,58301,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272419738559,1525272419759556,20997
bub,33744,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4208,28,-13,32,36,80,8,192,96,21,254,603,1752,2358,1525272420137967,1525272420217940,79973
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,30,28,13,32,36,64,8,192,72,21,254,585,1704,2039,1525272420133612,1525272420181682,48070
mat,576712,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,155,28,10,32,36,80,8,192,96,21,254,612,1800,2630,1525272420135425,1525272420192216,56791
ms,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,82556,28,1,32,36,112,8,192,144,20,254,655,1824,3227,1525272420137368,1525272420169517,32149
bub,33744,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4208,28,0,32,36,80,8,192,96,21,254,603,1752,2358,1525272420278550,1525272420355671,77121
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,30,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272420262325,1525272420310986,48661
mat,576712,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,155,28,0,32,36,80,8,192,96,21,254,612,1800,2630,1525272420264662,1525272420320835,56173
